block_id,mode,line_group,block_number,asset_class_new,depot_code,service_day,prev_trip_id,next_trip_id,prev_route_short_name,next_route_short_name,prev_trip_end_stop_code,next_trip_start_stop_code,prev_trip_end_stop_name,next_trip_start_stop_name,stop_code,candidate_name,start_sec,end_sec,event_type,soc_start_pct,soc_end_pct,charged_kwh,duration_sec,duration_min,start_dt,end_dt,assigned,dispenser_idx,reject_reason,installed_dispensers
2160468,heavy,410.0,39.0,40-ft,HTC,MF,14873290,14843625,410,104,58322,53497,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 3,58322,22nd Street Station,36030,36810,in_service_layover,63.47207570825339,72.01096111830041,48.15931371266521,780,13.0,10:00:30,10:13:30,True,5,,7
2160648,heavy,151.0,13.0,40-ft,PCT,MF,14846533,14846459,128,128,58322,52183,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 8,58322,22nd Street Station,36090,36510,in_service_layover,66.74105550988241,71.38832984819256,26.210627268069118,420,7.0,10:01:30,10:08:30,True,7,,7
2160377,heavy,100.0,5.0,40-ft,HTC,MF,14842049,14842130,100,100,58322,55933,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 6,58322,22nd Street Station,36390,37110,in_service_layover,65.45685104090644,73.11639147667037,43.199808057708594,720,12.0,10:06:30,10:18:30,True,6,,7
2160414,heavy,152.0,6.0,40-ft,PCT,MF,14842607,14842548,101,101,58322,52373,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 5,58322,22nd Street Station,36390,37110,in_service_layover,68.90970642918765,75.98098943458629,39.88203615044836,720,12.0,10:06:30,10:18:30,True,1,,7
2160808,heavy,183.0,9.0,40-ft,PCT,MF,14850657,14850637,155,155,58322,52183,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 8,58322,22nd Street Station,36510,36810,in_service_layover,66.53601986377339,69.9538680215913,19.276663610093067,300,5.0,10:08:30,10:13:30,True,3,,7
2160461,heavy,410.0,11.0,40-ft,HTC,MF,14870635,14870626,388,388,58322,56919,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 7,58322,22nd Street Station,36570,37290,in_service_layover,56.389455528934576,65.43159408340887,50.997661447234975,720,12.0,10:09:30,10:21:30,True,4,,7
2160373,heavy,100.0,6.0,40-ft,HTC,MF,14842052,14842127,100,100,58322,55933,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 6,58322,22nd Street Station,37110,37950,in_service_layover,65.74743710634142,74.38261319090452,48.702393116935866,840,14.0,10:18:30,10:32:30,True,7,,7
2160474,heavy,410.0,29.0,40-ft,HTC,MF,14873199,14873379,410,410,58322,52230,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 4,58322,22nd Street Station,37170,37590,in_service_layover,55.16645914310091,60.67704016948778,31.079676988821973,420,7.0,10:19:30,10:26:30,True,2,,7
2160449,heavy,410.0,31.0,40-ft,HTC,MF,14874075,14873380,418,410,58322,52230,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 4,58322,22nd Street Station,37230,38490,in_service_layover,57.34159240037796,71.49930196293288,79.84948193280968,1260,21.0,10:20:30,10:41:30,True,3,,7
2160652,heavy,151.0,7.0,40-ft,PCT,MF,14846508,14846474,128,128,58322,52183,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 8,58322,22nd Street Station,37290,37710,in_service_layover,68.75069448626849,73.20127130621145,25.101253264478316,420,7.0,10:21:30,10:28:30,True,5,,7
2160451,heavy,388.0,1.0,40-ft,HTC,MF,14873233,14843624,410,104,58322,53497,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 3,58322,22nd Street Station,37470,38610,in_service_layover,53.48246347396957,67.40287090709846,78.511097922847,1140,19.0,10:24:30,10:43:30,True,1,,7
2160823,heavy,151.0,4.0,40-ft,PCT,MF,14842608,14842549,101,101,58322,52373,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 5,58322,22nd Street Station,38190,38910,in_service_layover,68.37788198799923,75.54168278352994,40.40383648679318,720,12.0,10:36:30,10:48:30,True,6,,7
2160803,heavy,152.0,13.0,40-ft,PCT,MF,14850658,14850629,155,155,58322,52183,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 8,58322,22nd Street Station,38370,38610,in_service_layover,61.17680728503222,64.19918046304488,17.046184723991416,240,4.0,10:39:30,10:43:30,True,4,,7
2164321,heavy,410.0,10.0,40-ft,HTC,MF,14870649,14870627,388,388,58322,56919,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 7,58322,22nd Street Station,38430,39030,in_service_layover,54.44755157848342,62.22707486659766,43.87651134496434,600,10.0,10:40:30,10:50:30,True,2,,7
2160653,heavy,151.0,5.0,40-ft,PCT,MF,14846501,14846458,128,128,58322,52183,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 8,58322,22nd Street Station,38490,38910,in_service_layover,64.99652233128563,69.8064820585577,27.128172861814505,420,7.0,10:41:30,10:48:30,True,5,,7
2160375,heavy,100.0,7.0,40-ft,HTC,MF,14842018,14842136,100,100,58322,55933,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 6,58322,22nd Street Station,38550,38910,in_service_layover,68.69473608349995,72.56721834822582,21.840799973053947,360,6.0,10:42:30,10:48:30,True,7,,7
2160452,heavy,410.0,2.0,40-ft,HTC,MF,14873293,14873381,410,410,58322,52230,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 4,58322,22nd Street Station,38670,39330,in_service_layover,46.0985020616271,54.60661943085795,47.985781962462,660,11.0,10:44:30,10:55:30,True,3,,7
2160369,heavy,100.0,1.0,40-ft,HTC,MF,14842009,14842165,100,100,58322,55933,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 6,58322,22nd Street Station,39270,39690,in_service_layover,64.65136816921006,69.49262709071107,27.304700317265656,420,7.0,10:54:30,11:01:30,True,1,,7
2160459,heavy,410.0,41.0,40-ft,HTC,MF,14873258,14873382,410,410,58322,52230,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 4,58322,22nd Street Station,39330,40170,in_service_layover,59.98016503773582,69.70756911410591,54.86255899072728,840,14.0,10:55:30,11:09:30,True,4,,7
2160648,heavy,151.0,13.0,40-ft,PCT,MF,14846532,14846457,128,128,58322,52183,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 8,58322,22nd Street Station,39690,40110,in_service_layover,68.98649428793362,73.4133403128425,24.967411580486043,420,7.0,11:01:30,11:08:30,True,5,,7
2160383,heavy,100.0,2.0,40-ft,HTC,MF,14842008,14842129,100,100,58322,55933,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 6,58322,22nd Street Station,39990,40650,in_service_layover,61.33814082494645,69.0572313217425,43.535670401929735,660,11.0,11:06:30,11:17:30,True,6,,7
2160805,heavy,152.0,10.0,40-ft,PCT,MF,14850659,14850630,155,155,58322,52183,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 8,58322,22nd Street Station,40110,40410,in_service_layover,61.40053128657934,65.12981430746709,21.033156237806907,300,5.0,11:08:30,11:13:30,True,7,,7
2160471,heavy,410.0,12.0,40-ft,HTC,MF,14873259,14873383,410,410,58322,52230,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 4,58322,22nd Street Station,40110,41070,in_service_layover,44.22778807614359,56.64598894593658,70.03865290563246,960,16.0,11:08:30,11:24:30,True,2,,7
2160468,heavy,410.0,39.0,40-ft,HTC,MF,14843576,14843630,104,104,58322,53497,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 3,58322,22nd Street Station,40170,40410,in_service_layover,64.13709500182806,67.01950185753358,16.256774666179183,240,4.0,11:09:30,11:13:30,True,3,,7
2160465,heavy,388.0,5.0,40-ft,HTC,MF,14870652,14870628,388,388,58322,56919,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 7,58322,22nd Street Station,40470,40830,in_service_layover,65.39845706488885,69.53918881657,23.353727079481757,360,6.0,11:14:30,11:20:30,True,1,,7
2160652,heavy,151.0,7.0,40-ft,PCT,MF,14846531,14846473,128,128,58322,52183,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 8,58322,22nd Street Station,40890,41310,in_service_layover,66.91173170621497,71.5426872975756,26.11858953527394,420,7.0,11:21:30,11:28:30,True,5,,7
