shape_id,distance_km,pack_used_kwh_heavy_duty,pack_used_kwh_medium_duty,kwh_per_km_heavy_duty,kwh_per_km_medium_duty,route_id,route_short_name,route_long_name,route_direction
307295,10.533018272027268,30.577774991761885,19.72285757996534,2.885135027689562,1.872479195478441,6617,007,Nanaimo Station/Dunbar,WEST
307296,18.9597655338352,51.50603759277789,32.60828250737338,2.7055628539127072,1.7198673923040517,6617,007,Nanaimo Station/Dunbar,WEST
307297,19.020799398994722,52.0989234927206,32.48777461924233,2.7229850343445454,1.7080131038530042,6617,007,Nanaimo Station/Dunbar,WEST
307298,3.820818255262917,8.981400945331485,5.637952575294764,2.335539946729931,1.4755877402775879,6617,007,Nanaimo Station/Dunbar,WEST
307299,18.931261450796356,51.642311099365294,31.83374132478225,2.7119175061903253,1.6815435890270873,6617,007,Nanaimo Station/Dunbar,WEST
307300,18.99960420451613,52.235196999307995,32.81242849230572,2.7293026988964026,1.7270058964968509,6617,007,Nanaimo Station/Dunbar,WEST
307302,18.915983751277423,51.649657986840495,32.39340189025528,2.711638849650026,1.7124883546206104,6617,007,Nanaimo Station/Dunbar,WEST
307303,2.360106588642944,3.605532203187386,0.8719134236684039,1.509834648060647,0.36943815498170024,6618,008,Fraser/Waterfront Station,EAST
307304,2.3549951014417854,3.605532203187386,0.8315935784981969,1.509834648060647,0.3531190268672215,6618,008,Fraser/Waterfront Station,EAST
307305,9.531296985810522,29.539360914250633,18.419934098859848,3.086222702661958,1.9325737227873667,6618,008,Fraser/Waterfront Station,EAST
307306,9.524518069182417,29.539360914250633,17.895586627214527,3.086222702661958,1.878896811075154,6618,008,Fraser/Waterfront Station,EAST
307307,9.490890647478794,29.539360914250633,17.747999572215534,3.086222702661958,1.8700035888549824,6618,008,Fraser/Waterfront Station,EAST
307308,10.285102959708885,32.04162960106241,19.33711503402495,3.0920985574597193,1.8801090382640446,6618,008,Fraser/Waterfront Station,WEST
307309,10.172207918885741,31.99380118247017,19.452304231286032,3.1101796397295978,1.9122991179890105,6618,008,Fraser/Waterfront Station,WEST
307310,2.8519025293821114,13.456907112632683,9.337904743768181,4.6728750939570505,3.2742720508724106,6618,008,Fraser/Waterfront Station,WEST
307311,7.676423325396203,19.666101419264546,11.17957825006164,2.5485987300134014,1.4563524933644314,6618,008,Fraser/Waterfront Station,WEST
307314,11.882140099261374,33.813925155857916,21.042599246966375,2.840504346046747,1.7709435397310658,6619,009,Boundary/Commercial-Broadway/Granville/Alma/UBC,EAST
307315,16.623515370379632,41.163119183445765,25.21455098116616,2.4671418059668775,1.5168001724890476,6619,009,Boundary/Commercial-Broadway/Granville/Alma/UBC,EAST
307318,11.849062687848589,33.813925155857916,21.230926296992898,2.840504346046747,1.7917810763855242,6619,009,Boundary/Commercial-Broadway/Granville/Alma/UBC,EAST
307321,8.821604249486871,23.823430187544346,14.319199864299218,2.68231069150277,1.6231968085773205,6619,009,Boundary/Commercial-Broadway/Granville/Alma/UBC,EAST
