shape_id,distance_km,pack_used_kwh_heavy_duty,pack_used_kwh_medium_duty,kwh_per_km_heavy_duty,kwh_per_km_medium_duty
61657_52667,5.124298150394017,12.76904453869849,9.7621762206159,2.505444623253287,1.905075765325105
52605_61657,4.75465084800755,4.759360298686143,2.000291765144053,1.0045049443389387,0.42070213546432766
HTC_52992,5.206355717886492,11.920770198453903,9.341293729529585,2.2994402665402762,1.794209661363988
HTC_60690,15.15033746726959,23.730944051141226,17.78656894742846,1.5688388473168484,1.174004802589653
52453_52230,2.445836118804161,2.440377499328413,1.0294729503218385,1.013518297789201,0.4209083930059783
HTC_61654,6.285958005338391,9.401579663762076,6.6157617810382465,1.4975753538460777,1.052466748174227
HTC_60212,9.682956677280695,22.503042506875442,17.072982168171944,2.312368416594968,1.7631992724113499
HTC_59556,0.5623789810405172,1.081010349128314,0.7837881269060919,1.922209729688371,1.393700962037952
RTC_55096,26.559765784683048,30.01387818857766,24.58444060586974,1.1301139186500717,0.9256271612171945
56600_RTC,0.834152003874445,1.3204106353271043,0.9954106353271037,1.5829376770589765,1.1933204388452576
58194_RTC,7.976823409557405,11.332730044039804,8.146347708833005,1.4183465144988623,1.0212521063300066
60662_HTC,19.095535204246275,14.29830386599776,7.132682650649672,0.7482575949974111,0.3735261973209097
58194_60483,8.142364780393082,12.874164358281897,8.936232668759622,1.5731853592257712,1.0974984429926529
53104_RTC,26.23830008492366,28.71504789134872,23.235783510044392,1.093936176538391,0.8855674123262088
56673_RTC,8.338509308920614,9.98869723705553,7.78912992737476,1.2015503384995845,0.9341153962665578
58279_RTC,7.516671130859624,11.43286752379291,7.8158473322385635,1.5208290940087967,1.039801688296655
52667_52230,4.129442042101596,4.042818986932884,,0.979023060673682,
HTC_52716,10.655394514424275,18.514278885074333,13.651701280037141,1.7389009320979885,1.281200922364418
HTC_52453,5.144853314529614,11.851892472124122,9.511235086288515,2.30835445500529,1.848689263778964
HTC_61736,8.321288455928924,15.296123666958477,12.290031815314157,1.830230632121225,1.4769385631088776
52667_HTC,5.285295028887822,4.253255028161805,2.2251361765512385,0.8067930825235484,0.4210051027216679
60063_60212,6.590834839101042,14.399014410101186,11.860829377336499,2.173644437765309,1.799594386278728
60063_HTC,6.618407399050883,7.905485431308648,6.110888023452211,1.189735012850503,0.9233169938025493
61678_52992,4.730310438328508,11.754527552132505,9.285988791635548,2.4850230185583926,1.9630823204315582
61678_52605,4.728950902969559,11.66148362258747,9.30830677321587,2.4845765918951814,1.9683661269079133
58086_52230,7.12547983937567,12.637010991733604,9.38744481970566,1.776035365315247,1.3174473903961228
HTC_61987,6.929372365938232,9.027023843133174,6.8551924546051275,1.3020023521483792,0.9892948585505752
HTC_56919,3.43804620737368,6.434915476735403,5.163619511523144,1.8644876292913628,1.5019052101302697
61657_HTC,6.460548298728481,8.947853855690843,6.302233784150414,1.382838838099134,0.9754951890678961
RTC_56927,9.06974580374894,13.434210019272985,9.450806034846828,1.4711497724022409,1.0420144334078665
VTC_60158,13.067393094214422,21.74334106142584,16.80624614854283,1.66092559443126,1.2861208067570709
61709_HTC,30.116619161005485,35.244370110009534,27.22946197689119,1.1683004446740872,0.9041340872732309
60482_59982,0.4340911047355865,1.2782781553137175,0.7468752186425869,2.876633488900271,1.7205494664478864
59982_RTC,7.164393826284409,10.61124313618039,7.545277193513717,1.485585906321446,1.0531633766184012
RTC_51999,19.162439104000807,31.50602515500351,24.556624011902407,1.6418311490508004,1.2814978238743826
