dist_km,soc_pct,net_energy_kwh,phase,cum_used_kwh,cum_charged_kwh,charge_kwh,charge_duration_sec,block_id,mode,stop_code,candidate_name,event_type,start_sec,end_sec
56.0,75.82469838149083,427.65129887160833,drive,79.94870112839172,0.0,0.0,0.0,2159698,heavy,,,,,
70.5,72.61106428271052,409.5264025544872,drive,98.07359744551279,0.0,0.0,0.0,2159698,heavy,,,,,
85.5,68.93395266010471,388.7874930029905,drive,118.81250699700949,0.0,0.0,0.0,2159698,heavy,,,,,
101.5,65.60280039698718,369.99979423900766,drive,137.60020576099234,0.0,0.0,0.0,2159698,heavy,,,,,
114.0,62.36554778160156,351.74168948823274,drive,155.85831051176726,0.0,0.0,0.0,2159698,heavy,,,,,
114.0,68.06617587117888,383.8932319134488,charge,155.85831051176726,32.151542425216064,32.151542425216064,480.0,2159698,heavy,61338,Marine Drive Station,in_service_layover,38190.0,38670.0
127.0,64.85254177239854,365.76833559632774,drive,173.98320682888834,32.151542425216064,0.0,0.0,2159698,heavy,,,,,
142.5,61.17543014979275,345.02942604483104,drive,194.72211638038505,32.151542425216064,0.0,0.0,2159698,heavy,,,,,
159.0,57.84427788667522,326.2417272808482,drive,213.5098151443679,32.151542425216064,0.0,0.0,2159698,heavy,,,,,
173.0,54.6070252712896,307.98362253007326,drive,231.76791989514282,32.151542425216064,0.0,0.0,2159698,heavy,,,,,
187.5,51.39339117250926,289.8587262129522,drive,249.89281621226388,32.151542425216064,0.0,0.0,2159698,heavy,,,,,
203.5,47.71627954990347,269.1198166614555,drive,270.6317257637606,32.151542425216064,0.0,0.0,2159698,heavy,,,,,
220.5,44.385127286785945,250.33211789747264,drive,289.41942452774344,32.151542425216064,0.0,0.0,2159698,heavy,,,,,
236.0,41.14787467140032,232.07401314669772,drive,307.67752927851836,32.151542425216064,0.0,0.0,2159698,heavy,,,,,
236.0,45.70820253035883,257.7942622712238,charge,307.67752927851836,57.87179154974211,25.72024912452605,360.0,2159698,heavy,61338,Marine Drive Station,in_service_layover,54990.0,55350.0
252.0,42.49456843157851,239.66936595410272,drive,325.8024255956394,57.87179154974211,0.0,0.0,2159698,heavy,,,,,
268.5,38.81745680897271,218.930456402606,drive,346.5413351471361,57.87179154974211,0.0,0.0,2159698,heavy,,,,,
286.0,35.48630454585518,200.14275763862315,drive,365.329033911119,57.87179154974211,0.0,0.0,2159698,heavy,,,,,
301.0,32.249051930469555,181.88465288784823,drive,383.5871386618939,57.87179154974211,0.0,0.0,2159698,heavy,,,,,
301.0,39.792282556291084,224.42847361748167,charge,383.5871386618939,100.41561227937555,42.54382072963344,600.0,2159698,heavy,61338,Marine Drive Station,in_service_layover,63930.0,64530.0
315.5,36.57864845751075,206.30357730036062,drive,401.71203497901496,100.41561227937555,0.0,0.0,2159698,heavy,,,,,
332.0,32.90153683490495,185.5646677488639,drive,422.45094453051166,100.41561227937555,0.0,0.0,2159698,heavy,,,,,
347.0,28.944921453910656,163.24935700005605,drive,444.7662552793195,100.41561227937555,0.0,0.0,2159698,heavy,,,,,
0.0,90.0,507.6,start,0.0,0.0,0.0,0.0,2159699,heavy,,,,,
13.0,86.80662077905022,489.5893411938432,drive,18.010658806156833,0.0,0.0,0.0,2159699,heavy,,,,,
24.5,83.47546851593268,470.80164242986035,drive,36.798357570139686,0.0,0.0,0.0,2159699,heavy,,,,,
33.0,80.23821590054706,452.54353767908543,drive,55.056462320914605,0.0,0.0,0.0,2159699,heavy,,,,,
42.5,77.02458180176673,434.4186413619643,drive,73.18135863803568,0.0,0.0,0.0,2159699,heavy,,,,,
55.0,73.34747017916094,413.6797318104676,drive,93.92026818953238,0.0,0.0,0.0,2159699,heavy,,,,,
69.0,70.0163179160434,394.8920330464848,drive,112.70796695351524,0.0,0.0,0.0,2159699,heavy,,,,,
81.0,66.77906530065778,376.6339282957099,drive,130.96607170429016,0.0,0.0,0.0,2159699,heavy,,,,,
